Mod:Item:MetaData, Localized Name
gregtech:ore_tin_0:0, Tin Ore
gregtech:ore_tin_0:1, Tin Ore
gregtech:ore_tin_0:2, Tin Ore
gregtech:ore_tin_0:3, Tin Ore
gregtech:ore_tin_0:4, Gravel Tin Ore
gregtech:ore_tin_0:5, Tin Ore
gregtech:ore_tin_0:6, Nether Tin Ore
gregtech:ore_tin_0:7, End Tin Ore
gregtech:ore_tin_0:8, Sand Tin Ore
gregtech:ore_tin_0:9, Sand Tin Ore
gregtech:ore_tin_0:10, Granite Tin Ore
gregtech:ore_tin_0:11, Granite Tin Ore
gregtech:ore_tin_0:12, Marble Tin Ore
gregtech:ore_tin_0:13, Basalt Tin Ore
gregtech:ore_thorium_0:0, Thorium Ore
gregtech:ore_thorium_0:1, Thorium Ore
gregtech:ore_thorium_0:2, Thorium Ore
gregtech:ore_thorium_0:3, Thorium Ore
gregtech:ore_thorium_0:4, Gravel Thorium Ore
gregtech:ore_thorium_0:5, Thorium Ore
gregtech:ore_thorium_0:6, Nether Thorium Ore
gregtech:ore_thorium_0:7, End Thorium Ore
gregtech:ore_thorium_0:8, Sand Thorium Ore
gregtech:ore_thorium_0:9, Sand Thorium Ore
gregtech:ore_thorium_0:10, Granite Thorium Ore
gregtech:ore_thorium_0:11, Granite Thorium Ore
gregtech:ore_thorium_0:12, Marble Thorium Ore
gregtech:ore_thorium_0:13, Basalt Thorium Ore
gregtech:ore_platinum_0:0, Platinum Ore
gregtech:ore_platinum_0:1, Platinum Ore
gregtech:ore_platinum_0:2, Platinum Ore
gregtech:ore_platinum_0:3, Platinum Ore
gregtech:ore_platinum_0:4, Gravel Platinum Ore
gregtech:ore_platinum_0:5, Platinum Ore
gregtech:ore_platinum_0:6, Nether Platinum Ore
gregtech:ore_platinum_0:7, End Platinum Ore
gregtech:ore_platinum_0:8, Sand Platinum Ore
gregtech:ore_platinum_0:9, Sand Platinum Ore
gregtech:ore_platinum_0:10, Granite Platinum Ore
gregtech:ore_platinum_0:11, Granite Platinum Ore
gregtech:ore_platinum_0:12, Marble Platinum Ore
gregtech:ore_platinum_0:13, Basalt Platinum Ore
gregtech:ore_cooperite_0:0, Sheldonite Ore
gregtech:ore_cooperite_0:1, Sheldonite Ore
gregtech:ore_cooperite_0:2, Sheldonite Ore
gregtech:ore_cooperite_0:3, Sheldonite Ore
gregtech:ore_cooperite_0:4, Gravel Sheldonite Ore
gregtech:ore_cooperite_0:5, Sheldonite Ore
gregtech:ore_cooperite_0:6, Nether Sheldonite Ore
gregtech:ore_cooperite_0:7, End Sheldonite Ore
gregtech:ore_cooperite_0:8, Sand Sheldonite Ore
gregtech:ore_cooperite_0:9, Sand Sheldonite Ore
gregtech:ore_cooperite_0:10, Granite Sheldonite Ore
gregtech:ore_cooperite_0:11, Granite Sheldonite Ore
gregtech:ore_cooperite_0:12, Marble Sheldonite Ore
gregtech:ore_cooperite_0:13, Basalt Sheldonite Ore
gregtech:ore_phosphate_0:0, Phosphate Ore
gregtech:ore_phosphate_0:1, Phosphate Ore
gregtech:ore_phosphate_0:2, Phosphate Ore
gregtech:ore_phosphate_0:3, Phosphate Ore
gregtech:ore_phosphate_0:4, Gravel Phosphate Ore
gregtech:ore_phosphate_0:5, Phosphate Ore
gregtech:ore_phosphate_0:6, Nether Phosphate Ore
gregtech:ore_phosphate_0:7, End Phosphate Ore
gregtech:ore_phosphate_0:8, Sand Phosphate Ore
gregtech:ore_phosphate_0:9, Sand Phosphate Ore
gregtech:ore_phosphate_0:10, Granite Phosphate Ore
gregtech:ore_phosphate_0:11, Granite Phosphate Ore
gregtech:ore_phosphate_0:12, Marble Phosphate Ore
gregtech:ore_phosphate_0:13, Basalt Phosphate Ore
gregtech:ore_cinnabar_0:0, Cinnabar Ore
gregtech:ore_cinnabar_0:1, Cinnabar Ore
gregtech:ore_cinnabar_0:2, Cinnabar Ore
gregtech:ore_cinnabar_0:3, Cinnabar Ore
gregtech:ore_cinnabar_0:4, Gravel Cinnabar Ore
gregtech:ore_cinnabar_0:5, Cinnabar Ore
gregtech:ore_cinnabar_0:6, Nether Cinnabar Ore
gregtech:ore_cinnabar_0:7, End Cinnabar Ore
gregtech:ore_cinnabar_0:8, Sand Cinnabar Ore
gregtech:ore_cinnabar_0:9, Sand Cinnabar Ore
gregtech:ore_cinnabar_0:10, Granite Cinnabar Ore
gregtech:ore_cinnabar_0:11, Granite Cinnabar Ore
gregtech:ore_cinnabar_0:12, Marble Cinnabar Ore
gregtech:ore_cinnabar_0:13, Basalt Cinnabar Ore
gregtech:ore_tantalite_0:0, Tantalite Ore
gregtech:ore_tantalite_0:1, Tantalite Ore
gregtech:ore_tantalite_0:2, Tantalite Ore
gregtech:ore_tantalite_0:3, Tantalite Ore
gregtech:ore_tantalite_0:4, Gravel Tantalite Ore
gregtech:ore_tantalite_0:5, Tantalite Ore
gregtech:ore_tantalite_0:6, Nether Tantalite Ore
gregtech:ore_tantalite_0:7, End Tantalite Ore
gregtech:ore_tantalite_0:8, Sand Tantalite Ore
gregtech:ore_tantalite_0:9, Sand Tantalite Ore
gregtech:ore_tantalite_0:10, Granite Tantalite Ore
gregtech:ore_tantalite_0:11, Granite Tantalite Ore
gregtech:ore_tantalite_0:12, Marble Tantalite Ore
gregtech:ore_tantalite_0:13, Basalt Tantalite Ore
gregtech:ore_pentlandite_0:0, Pentlandite Ore
gregtech:ore_pentlandite_0:1, Pentlandite Ore
gregtech:ore_pentlandite_0:2, Pentlandite Ore
gregtech:ore_pentlandite_0:3, Pentlandite Ore
gregtech:ore_pentlandite_0:4, Gravel Pentlandite Ore
gregtech:ore_pentlandite_0:5, Pentlandite Ore
gregtech:ore_pentlandite_0:6, Nether Pentlandite Ore
gregtech:ore_pentlandite_0:7, End Pentlandite Ore
gregtech:ore_pentlandite_0:8, Sand Pentlandite Ore
gregtech:ore_pentlandite_0:9, Sand Pentlandite Ore
gregtech:ore_pentlandite_0:10, Granite Pentlandite Ore
gregtech:ore_pentlandite_0:11, Granite Pentlandite Ore
gregtech:ore_pentlandite_0:12, Marble Pentlandite Ore
gregtech:ore_pentlandite_0:13, Basalt Pentlandite Ore
gregtech:ore_glauconite_0:0, Glauconite Ore
gregtech:ore_glauconite_0:1, Glauconite Ore
gregtech:ore_glauconite_0:2, Glauconite Ore
gregtech:ore_glauconite_0:3, Glauconite Ore
gregtech:ore_glauconite_0:4, Gravel Glauconite Ore
gregtech:ore_glauconite_0:5, Glauconite Ore
gregtech:ore_glauconite_0:6, Nether Glauconite Ore
gregtech:ore_glauconite_0:7, End Glauconite Ore
gregtech:ore_glauconite_0:8, Sand Glauconite Ore
gregtech:ore_glauconite_0:9, Sand Glauconite Ore
gregtech:ore_glauconite_0:10, Granite Glauconite Ore
gregtech:ore_glauconite_0:11, Granite Glauconite Ore
gregtech:ore_glauconite_0:12, Marble Glauconite Ore
gregtech:ore_glauconite_0:13, Basalt Glauconite Ore
gregtech:ore_pyrite_0:0, Pyrite Ore
gregtech:ore_pyrite_0:1, Pyrite Ore
gregtech:ore_pyrite_0:2, Pyrite Ore
gregtech:ore_pyrite_0:3, Pyrite Ore
gregtech:ore_pyrite_0:4, Gravel Pyrite Ore
gregtech:ore_pyrite_0:5, Pyrite Ore
gregtech:ore_pyrite_0:6, Nether Pyrite Ore
gregtech:ore_pyrite_0:7, End Pyrite Ore
gregtech:ore_pyrite_0:8, Sand Pyrite Ore
gregtech:ore_pyrite_0:9, Sand Pyrite Ore
gregtech:ore_pyrite_0:10, Granite Pyrite Ore
gregtech:ore_pyrite_0:11, Granite Pyrite Ore
gregtech:ore_pyrite_0:12, Marble Pyrite Ore
gregtech:ore_pyrite_0:13, Basalt Pyrite Ore
gregtech:ore_sulfur_0:0, Sulfur Ore
gregtech:ore_sulfur_0:1, Sulfur Ore
gregtech:ore_sulfur_0:2, Sulfur Ore
gregtech:ore_sulfur_0:3, Sulfur Ore
gregtech:ore_sulfur_0:4, Gravel Sulfur Ore
gregtech:ore_sulfur_0:5, Sulfur Ore
gregtech:ore_sulfur_0:6, Nether Sulfur Ore
gregtech:ore_sulfur_0:7, End Sulfur Ore
gregtech:ore_sulfur_0:8, Sand Sulfur Ore
gregtech:ore_sulfur_0:9, Sand Sulfur Ore
gregtech:ore_sulfur_0:10, Granite Sulfur Ore
gregtech:ore_sulfur_0:11, Granite Sulfur Ore
gregtech:ore_sulfur_0:12, Marble Sulfur Ore
gregtech:ore_sulfur_0:13, Basalt Sulfur Ore
gregtech:ore_beryllium_0:0, Beryllium Ore
gregtech:ore_beryllium_0:1, Beryllium Ore
gregtech:ore_beryllium_0:2, Beryllium Ore
gregtech:ore_beryllium_0:3, Beryllium Ore
gregtech:ore_beryllium_0:4, Gravel Beryllium Ore
gregtech:ore_beryllium_0:5, Beryllium Ore
gregtech:ore_beryllium_0:6, Nether Beryllium Ore
gregtech:ore_beryllium_0:7, End Beryllium Ore
gregtech:ore_beryllium_0:8, Sand Beryllium Ore
gregtech:ore_beryllium_0:9, Sand Beryllium Ore
gregtech:ore_beryllium_0:10, Granite Beryllium Ore
gregtech:ore_beryllium_0:11, Granite Beryllium Ore
gregtech:ore_beryllium_0:12, Marble Beryllium Ore
gregtech:ore_beryllium_0:13, Basalt Beryllium Ore
gregtech:ore_chalcopyrite_0:0, Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:1, Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:2, Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:3, Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:4, Gravel Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:5, Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:6, Nether Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:7, End Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:8, Sand Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:9, Sand Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:10, Granite Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:11, Granite Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:12, Marble Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:13, Basalt Chalcopyrite Ore
gregtech:ore_silver_0:0, Silver Ore
gregtech:ore_silver_0:1, Silver Ore
gregtech:ore_silver_0:2, Silver Ore
gregtech:ore_silver_0:3, Silver Ore
gregtech:ore_silver_0:4, Gravel Silver Ore
gregtech:ore_silver_0:5, Silver Ore
gregtech:ore_silver_0:6, Nether Silver Ore
gregtech:ore_silver_0:7, End Silver Ore
gregtech:ore_silver_0:8, Sand Silver Ore
gregtech:ore_silver_0:9, Sand Silver Ore
gregtech:ore_silver_0:10, Granite Silver Ore
gregtech:ore_silver_0:11, Granite Silver Ore
gregtech:ore_silver_0:12, Marble Silver Ore
gregtech:ore_silver_0:13, Basalt Silver Ore
gregtech:ore_ruby_0:0, Ruby Ore
gregtech:ore_ruby_0:1, Ruby Ore
gregtech:ore_ruby_0:2, Ruby Ore
gregtech:ore_ruby_0:3, Ruby Ore
gregtech:ore_ruby_0:4, Gravel Ruby Ore
gregtech:ore_ruby_0:5, Ruby Ore
gregtech:ore_ruby_0:6, Nether Ruby Ore
gregtech:ore_ruby_0:7, End Ruby Ore
gregtech:ore_ruby_0:8, Sand Ruby Ore
gregtech:ore_ruby_0:9, Sand Ruby Ore
gregtech:ore_ruby_0:10, Granite Ruby Ore
gregtech:ore_ruby_0:11, Granite Ruby Ore
gregtech:ore_ruby_0:12, Marble Ruby Ore
gregtech:ore_ruby_0:13, Basalt Ruby Ore
gregtech:ore_garnierite_0:0, Garnierite Ore
gregtech:ore_garnierite_0:1, Garnierite Ore
gregtech:ore_garnierite_0:2, Garnierite Ore
gregtech:ore_garnierite_0:3, Garnierite Ore
gregtech:ore_garnierite_0:4, Gravel Garnierite Ore
gregtech:ore_garnierite_0:5, Garnierite Ore
gregtech:ore_garnierite_0:6, Nether Garnierite Ore
gregtech:ore_garnierite_0:7, End Garnierite Ore
gregtech:ore_garnierite_0:8, Sand Garnierite Ore
gregtech:ore_garnierite_0:9, Sand Garnierite Ore
gregtech:ore_garnierite_0:10, Granite Garnierite Ore
gregtech:ore_garnierite_0:11, Granite Garnierite Ore
gregtech:ore_garnierite_0:12, Marble Garnierite Ore
gregtech:ore_garnierite_0:13, Basalt Garnierite Ore
gregtech:ore_nether_quartz_0:0, Nether Quartz Ore
gregtech:ore_nether_quartz_0:1, Nether Quartz Ore
gregtech:ore_nether_quartz_0:2, Nether Quartz Ore
gregtech:ore_nether_quartz_0:3, Nether Quartz Ore
gregtech:ore_nether_quartz_0:4, Gravel Nether Quartz Ore
gregtech:ore_nether_quartz_0:5, Nether Quartz Ore
gregtech:ore_nether_quartz_0:6, Nether Nether Quartz Ore
gregtech:ore_nether_quartz_0:7, End Nether Quartz Ore
gregtech:ore_nether_quartz_0:8, Sand Nether Quartz Ore
gregtech:ore_nether_quartz_0:9, Sand Nether Quartz Ore
gregtech:ore_nether_quartz_0:10, Granite Nether Quartz Ore
gregtech:ore_nether_quartz_0:11, Granite Nether Quartz Ore
gregtech:ore_nether_quartz_0:12, Marble Nether Quartz Ore
gregtech:ore_nether_quartz_0:13, Basalt Nether Quartz Ore
gregtech:ore_monazite_0:0, Monazite Ore
gregtech:ore_monazite_0:1, Monazite Ore
gregtech:ore_monazite_0:2, Monazite Ore
gregtech:ore_monazite_0:3, Monazite Ore
gregtech:ore_monazite_0:4, Gravel Monazite Ore
gregtech:ore_monazite_0:5, Monazite Ore
gregtech:ore_monazite_0:6, Nether Monazite Ore
gregtech:ore_monazite_0:7, End Monazite Ore
gregtech:ore_monazite_0:8, Sand Monazite Ore
gregtech:ore_monazite_0:9, Sand Monazite Ore
gregtech:ore_monazite_0:10, Granite Monazite Ore
gregtech:ore_monazite_0:11, Granite Monazite Ore
gregtech:ore_monazite_0:12, Marble Monazite Ore
gregtech:ore_monazite_0:13, Basalt Monazite Ore
gregtech:ore_pyrope_0:0, Pyrope Ore
gregtech:ore_pyrope_0:1, Pyrope Ore
gregtech:ore_pyrope_0:2, Pyrope Ore
gregtech:ore_pyrope_0:3, Pyrope Ore
gregtech:ore_pyrope_0:4, Gravel Pyrope Ore
gregtech:ore_pyrope_0:5, Pyrope Ore
gregtech:ore_pyrope_0:6, Nether Pyrope Ore
gregtech:ore_pyrope_0:7, End Pyrope Ore
gregtech:ore_pyrope_0:8, Sand Pyrope Ore
gregtech:ore_pyrope_0:9, Sand Pyrope Ore
gregtech:ore_pyrope_0:10, Granite Pyrope Ore
gregtech:ore_pyrope_0:11, Granite Pyrope Ore
gregtech:ore_pyrope_0:12, Marble Pyrope Ore
gregtech:ore_pyrope_0:13, Basalt Pyrope Ore
gregtech:ore_lapis_0:0, Lapis Ore
gregtech:ore_lapis_0:1, Lapis Ore
gregtech:ore_lapis_0:2, Lapis Ore
gregtech:ore_lapis_0:3, Lapis Ore
gregtech:ore_lapis_0:4, Gravel Lapis Ore
gregtech:ore_lapis_0:5, Lapis Ore
gregtech:ore_lapis_0:6, Nether Lapis Ore
gregtech:ore_lapis_0:7, End Lapis Ore
gregtech:ore_lapis_0:8, Sand Lapis Ore
gregtech:ore_lapis_0:9, Sand Lapis Ore
gregtech:ore_lapis_0:10, Granite Lapis Ore
gregtech:ore_lapis_0:11, Granite Lapis Ore
gregtech:ore_lapis_0:12, Marble Lapis Ore
gregtech:ore_lapis_0:13, Basalt Lapis Ore
gregtech:ore_sphalerite_0:0, Sphalerite Ore
gregtech:ore_sphalerite_0:1, Sphalerite Ore
gregtech:ore_sphalerite_0:2, Sphalerite Ore
gregtech:ore_sphalerite_0:3, Sphalerite Ore
gregtech:ore_sphalerite_0:4, Gravel Sphalerite Ore
gregtech:ore_sphalerite_0:5, Sphalerite Ore
gregtech:ore_sphalerite_0:6, Nether Sphalerite Ore
gregtech:ore_sphalerite_0:7, End Sphalerite Ore
gregtech:ore_sphalerite_0:8, Sand Sphalerite Ore
gregtech:ore_sphalerite_0:9, Sand Sphalerite Ore
gregtech:ore_sphalerite_0:10, Granite Sphalerite Ore
gregtech:ore_sphalerite_0:11, Granite Sphalerite Ore
gregtech:ore_sphalerite_0:12, Marble Sphalerite Ore
gregtech:ore_sphalerite_0:13, Basalt Sphalerite Ore
gregtech:ore_magnetite_0:0, Magnetite Ore
gregtech:ore_magnetite_0:1, Magnetite Ore
gregtech:ore_magnetite_0:2, Magnetite Ore
gregtech:ore_magnetite_0:3, Magnetite Ore
gregtech:ore_magnetite_0:4, Gravel Magnetite Ore
gregtech:ore_magnetite_0:5, Magnetite Ore
gregtech:ore_magnetite_0:6, Nether Magnetite Ore
gregtech:ore_magnetite_0:7, End Magnetite Ore
gregtech:ore_magnetite_0:8, Sand Magnetite Ore
gregtech:ore_magnetite_0:9, Sand Magnetite Ore
gregtech:ore_magnetite_0:10, Granite Magnetite Ore
gregtech:ore_magnetite_0:11, Granite Magnetite Ore
gregtech:ore_magnetite_0:12, Marble Magnetite Ore
gregtech:ore_magnetite_0:13, Basalt Magnetite Ore
gregtech:ore_bismuth_0:0, Bismuth Ore
gregtech:ore_bismuth_0:1, Bismuth Ore
gregtech:ore_bismuth_0:2, Bismuth Ore
gregtech:ore_bismuth_0:3, Bismuth Ore
gregtech:ore_bismuth_0:4, Gravel Bismuth Ore
gregtech:ore_bismuth_0:5, Bismuth Ore
gregtech:ore_bismuth_0:6, Nether Bismuth Ore
gregtech:ore_bismuth_0:7, End Bismuth Ore
gregtech:ore_bismuth_0:8, Sand Bismuth Ore
gregtech:ore_bismuth_0:9, Sand Bismuth Ore
gregtech:ore_bismuth_0:10, Granite Bismuth Ore
gregtech:ore_bismuth_0:11, Granite Bismuth Ore
gregtech:ore_bismuth_0:12, Marble Bismuth Ore
gregtech:ore_bismuth_0:13, Basalt Bismuth Ore
gregtech:ore_lead_0:0, Lead Ore
gregtech:ore_lead_0:1, Lead Ore
gregtech:ore_lead_0:2, Lead Ore
gregtech:ore_lead_0:3, Lead Ore
gregtech:ore_lead_0:4, Gravel Lead Ore
gregtech:ore_lead_0:5, Lead Ore
gregtech:ore_lead_0:6, Nether Lead Ore
gregtech:ore_lead_0:7, End Lead Ore
gregtech:ore_lead_0:8, Sand Lead Ore
gregtech:ore_lead_0:9, Sand Lead Ore
gregtech:ore_lead_0:10, Granite Lead Ore
gregtech:ore_lead_0:11, Granite Lead Ore
gregtech:ore_lead_0:12, Marble Lead Ore
gregtech:ore_lead_0:13, Basalt Lead Ore
gregtech:ore_bentonite_0:0, Bentonite Ore
gregtech:ore_bentonite_0:1, Bentonite Ore
gregtech:ore_bentonite_0:2, Bentonite Ore
gregtech:ore_bentonite_0:3, Bentonite Ore
gregtech:ore_bentonite_0:4, Gravel Bentonite Ore
gregtech:ore_bentonite_0:5, Bentonite Ore
gregtech:ore_bentonite_0:6, Nether Bentonite Ore
gregtech:ore_bentonite_0:7, End Bentonite Ore
gregtech:ore_bentonite_0:8, Sand Bentonite Ore
gregtech:ore_bentonite_0:9, Sand Bentonite Ore
gregtech:ore_bentonite_0:10, Granite Bentonite Ore
gregtech:ore_bentonite_0:11, Granite Bentonite Ore
gregtech:ore_bentonite_0:12, Marble Bentonite Ore
gregtech:ore_bentonite_0:13, Basalt Bentonite Ore
gregtech:ore_barite_0:0, Barite Ore
gregtech:ore_barite_0:1, Barite Ore
gregtech:ore_barite_0:2, Barite Ore
gregtech:ore_barite_0:3, Barite Ore
gregtech:ore_barite_0:4, Gravel Barite Ore
gregtech:ore_barite_0:5, Barite Ore
gregtech:ore_barite_0:6, Nether Barite Ore
gregtech:ore_barite_0:7, End Barite Ore
gregtech:ore_barite_0:8, Sand Barite Ore
gregtech:ore_barite_0:9, Sand Barite Ore
gregtech:ore_barite_0:10, Granite Barite Ore
gregtech:ore_barite_0:11, Granite Barite Ore
gregtech:ore_barite_0:12, Marble Barite Ore
gregtech:ore_barite_0:13, Basalt Barite Ore
gregtech:ore_gold_0:0, Gold Ore
gregtech:ore_gold_0:1, Gold Ore
gregtech:ore_gold_0:2, Gold Ore
gregtech:ore_gold_0:3, Gold Ore
gregtech:ore_gold_0:4, Gravel Gold Ore
gregtech:ore_gold_0:5, Gold Ore
gregtech:ore_gold_0:6, Nether Gold Ore
gregtech:ore_gold_0:7, End Gold Ore
gregtech:ore_gold_0:8, Sand Gold Ore
gregtech:ore_gold_0:9, Sand Gold Ore
gregtech:ore_gold_0:10, Granite Gold Ore
gregtech:ore_gold_0:11, Granite Gold Ore
gregtech:ore_gold_0:12, Marble Gold Ore
gregtech:ore_gold_0:13, Basalt Gold Ore
gregtech:ore_pyrolusite_0:0, Pyrolusite Ore
gregtech:ore_pyrolusite_0:1, Pyrolusite Ore
gregtech:ore_pyrolusite_0:2, Pyrolusite Ore
gregtech:ore_pyrolusite_0:3, Pyrolusite Ore
gregtech:ore_pyrolusite_0:4, Gravel Pyrolusite Ore
gregtech:ore_pyrolusite_0:5, Pyrolusite Ore
gregtech:ore_pyrolusite_0:6, Nether Pyrolusite Ore
gregtech:ore_pyrolusite_0:7, End Pyrolusite Ore
gregtech:ore_pyrolusite_0:8, Sand Pyrolusite Ore
gregtech:ore_pyrolusite_0:9, Sand Pyrolusite Ore
gregtech:ore_pyrolusite_0:10, Granite Pyrolusite Ore
gregtech:ore_pyrolusite_0:11, Granite Pyrolusite Ore
gregtech:ore_pyrolusite_0:12, Marble Pyrolusite Ore
gregtech:ore_pyrolusite_0:13, Basalt Pyrolusite Ore
gregtech:ore_cobaltite_0:0, Cobaltite Ore
gregtech:ore_cobaltite_0:1, Cobaltite Ore
gregtech:ore_cobaltite_0:2, Cobaltite Ore
gregtech:ore_cobaltite_0:3, Cobaltite Ore
gregtech:ore_cobaltite_0:4, Gravel Cobaltite Ore
gregtech:ore_cobaltite_0:5, Cobaltite Ore
gregtech:ore_cobaltite_0:6, Nether Cobaltite Ore
gregtech:ore_cobaltite_0:7, End Cobaltite Ore
gregtech:ore_cobaltite_0:8, Sand Cobaltite Ore
gregtech:ore_cobaltite_0:9, Sand Cobaltite Ore
gregtech:ore_cobaltite_0:10, Granite Cobaltite Ore
gregtech:ore_cobaltite_0:11, Granite Cobaltite Ore
gregtech:ore_cobaltite_0:12, Marble Cobaltite Ore
gregtech:ore_cobaltite_0:13, Basalt Cobaltite Ore
gregtech:ore_copper_0:0, Copper Ore
gregtech:ore_copper_0:1, Copper Ore
gregtech:ore_copper_0:2, Copper Ore
gregtech:ore_copper_0:3, Copper Ore
gregtech:ore_copper_0:4, Gravel Copper Ore
gregtech:ore_copper_0:5, Copper Ore
gregtech:ore_copper_0:6, Nether Copper Ore
gregtech:ore_copper_0:7, End Copper Ore
gregtech:ore_copper_0:8, Sand Copper Ore
gregtech:ore_copper_0:9, Sand Copper Ore
gregtech:ore_copper_0:10, Granite Copper Ore
gregtech:ore_copper_0:11, Granite Copper Ore
gregtech:ore_copper_0:12, Marble Copper Ore
gregtech:ore_copper_0:13, Basalt Copper Ore
gregtech:ore_naquadah_0:0, Naquadah Ore
gregtech:ore_naquadah_0:1, Naquadah Ore
gregtech:ore_naquadah_0:2, Naquadah Ore
gregtech:ore_naquadah_0:3, Naquadah Ore
gregtech:ore_naquadah_0:4, Gravel Naquadah Ore
gregtech:ore_naquadah_0:5, Naquadah Ore
gregtech:ore_naquadah_0:6, Nether Naquadah Ore
gregtech:ore_naquadah_0:7, End Naquadah Ore
gregtech:ore_naquadah_0:8, Sand Naquadah Ore
gregtech:ore_naquadah_0:9, Sand Naquadah Ore
gregtech:ore_naquadah_0:10, Granite Naquadah Ore
gregtech:ore_naquadah_0:11, Granite Naquadah Ore
gregtech:ore_naquadah_0:12, Marble Naquadah Ore
gregtech:ore_naquadah_0:13, Basalt Naquadah Ore
gregtech:ore_blue_topaz_0:0, Blue Topaz Ore
gregtech:ore_blue_topaz_0:1, Blue Topaz Ore
gregtech:ore_blue_topaz_0:2, Blue Topaz Ore
gregtech:ore_blue_topaz_0:3, Blue Topaz Ore
gregtech:ore_blue_topaz_0:4, Gravel Blue Topaz Ore
gregtech:ore_blue_topaz_0:5, Blue Topaz Ore
gregtech:ore_blue_topaz_0:6, Nether Blue Topaz Ore
gregtech:ore_blue_topaz_0:7, End Blue Topaz Ore
gregtech:ore_blue_topaz_0:8, Sand Blue Topaz Ore
gregtech:ore_blue_topaz_0:9, Sand Blue Topaz Ore
gregtech:ore_blue_topaz_0:10, Granite Blue Topaz Ore
gregtech:ore_blue_topaz_0:11, Granite Blue Topaz Ore
gregtech:ore_blue_topaz_0:12, Marble Blue Topaz Ore
gregtech:ore_blue_topaz_0:13, Basalt Blue Topaz Ore
gregtech:ore_lithium_0:0, Lithium Ore
gregtech:ore_lithium_0:1, Lithium Ore
gregtech:ore_lithium_0:2, Lithium Ore
gregtech:ore_lithium_0:3, Lithium Ore
gregtech:ore_lithium_0:4, Gravel Lithium Ore
gregtech:ore_lithium_0:5, Lithium Ore
gregtech:ore_lithium_0:6, Nether Lithium Ore
gregtech:ore_lithium_0:7, End Lithium Ore
gregtech:ore_lithium_0:8, Sand Lithium Ore
gregtech:ore_lithium_0:9, Sand Lithium Ore
gregtech:ore_lithium_0:10, Granite Lithium Ore
gregtech:ore_lithium_0:11, Granite Lithium Ore
gregtech:ore_lithium_0:12, Marble Lithium Ore
gregtech:ore_lithium_0:13, Basalt Lithium Ore
gregtech:ore_magnesite_0:0, Magnesite Ore
gregtech:ore_magnesite_0:1, Magnesite Ore
gregtech:ore_magnesite_0:2, Magnesite Ore
gregtech:ore_magnesite_0:3, Magnesite Ore
gregtech:ore_magnesite_0:4, Gravel Magnesite Ore
gregtech:ore_magnesite_0:5, Magnesite Ore
gregtech:ore_magnesite_0:6, Nether Magnesite Ore
gregtech:ore_magnesite_0:7, End Magnesite Ore
gregtech:ore_magnesite_0:8, Sand Magnesite Ore
gregtech:ore_magnesite_0:9, Sand Magnesite Ore
gregtech:ore_magnesite_0:10, Granite Magnesite Ore
gregtech:ore_magnesite_0:11, Granite Magnesite Ore
gregtech:ore_magnesite_0:12, Marble Magnesite Ore
gregtech:ore_magnesite_0:13, Basalt Magnesite Ore
gregtech:ore_spessartine_0:0, Spessartine Ore
gregtech:ore_spessartine_0:1, Spessartine Ore
gregtech:ore_spessartine_0:2, Spessartine Ore
gregtech:ore_spessartine_0:3, Spessartine Ore
gregtech:ore_spessartine_0:4, Gravel Spessartine Ore
gregtech:ore_spessartine_0:5, Spessartine Ore
gregtech:ore_spessartine_0:6, Nether Spessartine Ore
gregtech:ore_spessartine_0:7, End Spessartine Ore
gregtech:ore_spessartine_0:8, Sand Spessartine Ore
gregtech:ore_spessartine_0:9, Sand Spessartine Ore
gregtech:ore_spessartine_0:10, Granite Spessartine Ore
gregtech:ore_spessartine_0:11, Granite Spessartine Ore
gregtech:ore_spessartine_0:12, Marble Spessartine Ore
gregtech:ore_spessartine_0:13, Basalt Spessartine Ore
gregtech:ore_soapstone_0:0, Soapstone Ore
gregtech:ore_soapstone_0:1, Soapstone Ore
gregtech:ore_soapstone_0:2, Soapstone Ore
gregtech:ore_soapstone_0:3, Soapstone Ore
gregtech:ore_soapstone_0:4, Gravel Soapstone Ore
gregtech:ore_soapstone_0:5, Soapstone Ore
gregtech:ore_soapstone_0:6, Nether Soapstone Ore
gregtech:ore_soapstone_0:7, End Soapstone Ore
gregtech:ore_soapstone_0:8, Sand Soapstone Ore
gregtech:ore_soapstone_0:9, Sand Soapstone Ore
gregtech:ore_soapstone_0:10, Granite Soapstone Ore
gregtech:ore_soapstone_0:11, Granite Soapstone Ore
gregtech:ore_soapstone_0:12, Marble Soapstone Ore
gregtech:ore_soapstone_0:13, Basalt Soapstone Ore
gregtech:ore_green_sapphire_0:0, Green Sapphire Ore
